dist_cart,dist_road,dist_urb,dist_vil,DVSP,elev,for200090m,for200190m,for200290m,for200390m,for200490m,for200590m,for200690m,for200790m,for200890m,for200990m,for201090m,for201190m,for201290m,for201390m,for201490m,for201590m,for201690m,for201790m,lspop2000,lspop2001,lspop2002,lspop2003,lspop2004,pop05,lspop2006,lspop2007,lspop2008,lspop2009,lspop2010,lspop2011,lspop2012,lspop2013,lspop2014,lspop2015,lspop2016,lspop2017,rice,precip,slope,veg,cfm_id,pa_id,CFM,PA
5204.3237305,9321.859375,44164.101563,5711.6147461,10,1055,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,14,19,16,11,8,0,2,2,2,2,1,2,2,2,1,2,2,1,0,1513,8.2146368027,1,949,0,1,0
1825.5710449,14999.951172,25798.695313,4008.8305664,32,1026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,11,15,13,16,9,9,9,10,10,10,10,10,11,10,10,9,10,0,1987,12.745775223,1,840,0,1,0
864.7331543,21264.265625,124736.90625,13740.470703,24,210,1,1,1,0.8888888955,0.8888888955,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,7,6,5,5,4,2,3,3,3,3,3,3,3,3,3,3,3,1,0,530,1.7811378241,3,493,0,1,0
2040.2556152,8443.765625,24124.451172,4260.3808594,1,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0.9357177019,2,585,0,1,0
92.474830627,5813.2519531,24110.414063,2070.4309082,35,860,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,83,122,80,94,15,10,13,13,13,14,11,14,15,15,12,14,14,17,0,1928,17.662208557,1,762,0,1,0
2051.465332,6287.5996094,35462.457031,2756.7612305,3,1128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,9,6,8,1,2,2,2,1,1,2,2,2,1,2,1,0,0,1577,18.616224289,1,996,0,1,0
2651.5063477,2728.1799316,169379.54688,2464.3959961,72,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,29,33,28,17,11,18,19,19,20,26,18,18,19,26,21,20,9,0,472,0.2466036677,3,450,0,1,0
2793.956543,17523.658203,72118.523438,8388.1660156,4,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,7,6,7,1,2,2,2,2,2,2,2,2,1,1,1,1,0,586,4.2986907959,3,499,0,1,0
5840.7148438,13531.294922,50976.675781,8836.9492188,24,1014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,7,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,10.411904335,1,607,0,1,0
3567.0969238,18209.849609,50283.316406,5833.9633789,10,414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.555555582,0.555555582,6,2,3,1,5,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2563,4.7046542168,1,386,0,1,0
6690.8852539,5516.1166992,32688.365234,6652.5986328,2,774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,5,3,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1209,24.52204895,1,557,0,1,0
4732.3623047,2515.0708008,235023.90625,4614.5756836,25,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,8,6,6,6,6,6,6,7,8,6,6,6,8,7,7,3,0,423,0.7797859311,3,483,0,1,0
1232.1175537,5195.8959961,31621.970703,5406.8007813,0.3333329856,54,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,15,19,18,5,2,7,7,8,8,3,8,8,8,3,8,7,2,0,924,0.6974703669,2,583,0,1,0
757.29510498,5773.0864258,112306.38281,681.16760254,3,526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777791,0.777777791,0.777777791,8,8,6,11,20,39,14,14,15,15,5,14,14,15,5,19,16,6,0,729,2.5634562969,2,479,0,1,0
1569.5980225,13116.90625,27121.939453,1887.6188965,76,386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,4,4,9,3,4,4,5,5,5,5,5,5,5,5,11,15,0,2534,9.3076953888,1,853,0,1,0
4240.2719727,7394.8466797,94814.625,5617.9350586,4.5,419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,2,4,2,2,2,2,2,4,2,2,2,4,2,2,1,0,647,3.3503694534,3,534,0,1,0
3301.5839844,3247.8464355,173659,3971.670166,72,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,28,36,32,19,17,17,18,19,19,20,17,18,18,20,21,19,9,0,466,0.2466036677,3,450,0,1,0
2426.0681152,4997.7929688,96100.914063,5444.7416992,240,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,0,1083,1.1353069544,2,1013,0,1,0
3235.8344727,3235.8344727,26574.255859,2772.1086426,3.1666669846,135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,0,1112,8.8317928314,1,735,0,1,0
4316.9658203,2055.9406738,60706.136719,12625.507813,3.5,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,1.3323408365,2,579,0,1,0
2389.2634277,4231.5205078,53194.144531,2866.7595215,2.5,67,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,17,7,6,3,2,2,2,2,2,2,2,2,2,4,4,3,3,0,1426,2.6196222305,2,181,0,1,0
5677.6157227,5068.7285156,3769.9421387,3769.9421387,34,657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,7,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1770,2.8650248051,1,880,0,1,0
3822.3056641,19364.566406,50008.335938,2449.6884766,24,981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1531,1.1082142591,1,607,0,1,0
5603.2148438,16978.123047,129982.07031,13600.682617,72,193,1,1,1,1,1,1,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,0,525,1.5901472569,3,493,0,1,0
5529.7045898,4625.5283203,11719.295898,2029.9511719,0.5,349,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1111111119,0.1111111119,0.1111111119,0.1111111119,0.1111111119,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,34.015953064,1,729,0,1,0
2084.7473145,8269.1044922,9342.5996094,3978.4726563,34,554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,44,11,6,4,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1772,10.29496479,1,876,0,1,0
747.40093994,12906.769531,17000.693359,2200.6328125,31,734,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,24,18,19,25,18,7,10,10,10,11,12,11,11,12,12,11,9,6,0,2212,7.4458312988,1,857,0,1,0
2334.1223145,16720.173828,57645.304688,2508.515625,240,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,2,2,1,1,1,1,1,2,0,0,1,1,1,1,0,1,1043,0.4547079504,2,1014,0,1,0
1818.9660645,46732.519531,71954.0625,665.30975342,34,15,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,15,48,23,18,12,12,13,13,14,14,16,14,14,15,15,14,14,14,0,3066,1.3277719021,1,163,0,1,0
8719.5429688,17150.0625,55573.292969,3136.0136719,20,1331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,16,17,13,15,8,8,9,9,9,10,9,9,9,8,7,6,2,1,1560,5.9753637314,1,421,0,1,0
7389.5737305,16174.821289,25482.070313,6788.6142578,8,256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,943,6.9700417519,2,1254,0,1,0
3162.6765137,10290.84082,46996.316406,7060.8598633,24,1061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,5,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1456,18.983362198,1,608,0,1,0
3021.7744141,1039.3022461,221953.73438,2347.1166992,25,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,35,25,26,25,20,21,22,22,23,26,23,24,24,26,28,26,17,0,516,1.0916355848,3,482,0,1,0
6216.0214844,9207.9238281,36729.535156,1650.3364258,4,906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,26.515516281,1,739,0,1,0
5393.7641602,26745.410156,46946.230469,5533.605957,171,780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,1,1,2,3,2,1,0,0,1934,4.1920390129,1,849,0,1,0
892.7442627,9284.2119141,23429.759766,1158.3897705,74,222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,28,33,42,17,9,18,19,20,20,7,20,22,24,8,23,22,16,0,2923,19.48399353,1,844,0,1,0
4378.0610352,15448.566406,127161.39063,5447.5493164,24,283,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.555555582,0.555555582,0.555555582,0.3333333433,7,6,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,2,0,552,1.124548316,3,493,0,1,0
3019.1416016,1749.4853516,31606.615234,1866.3787842,24,1185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,5,10,37,1,34,31,32,33,11,34,34,35,11,36,38,57,0,1319,18.725326538,1,637,0,1,0
6638.0703125,6751.5893555,23188.632813,5981.4482422,32,1086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,13,8,6,6,1,1,1,1,1,1,1,2,2,1,1,1,0,0,1821,17.544282913,1,766,0,1,0
5684.9677734,18719.496094,21797.365234,7948.5908203,80,686,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,31,7,8,8,6,3,3,3,3,3,3,3,3,3,2,3,2,1,0,2291,3.3213322163,1,857,0,1,0
2988.1257324,5999.6269531,168305.21875,6205.2236328,72,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,13,7,6,4,1,2,2,2,2,2,2,2,2,2,3,2,1,0,474,0.3976325393,3,450,0,1,0
1637.7835693,9082.8662109,50548.835938,5333.7822266,3.5,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,0,1,1,1,1,1,1,1,1,1,2,2,1,0,989,0.562328279,2,578,0,1,0
2663.0837402,4244.1660156,17661.949219,2254.5458984,3.1666669846,185,1,1,1,1,1,1,1,1,0.3333333433,0.3333333433,0.3333333433,0.3333333433,0.3333333433,0.3333333433,0.3333333433,0.3333333433,0.3333333433,0.3333333433,12,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140,21.332326889,1,726,0,1,0
1136.4620361,5584.9770508,29078.992188,2068.2141113,1.5,1098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,6,5,3,5,2,2,2,2,2,2,14,14,15,13,14,13,7,1,1516,8.5059099197,1,1006,0,1,0
3677.1013184,10472.702148,26581.195313,4247.8842773,24,1108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,4,1,0,3,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1315,8.9628276825,1,650,0,1,0
221.72537231,4868.9291992,64452.710938,8213.734375,3.5,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,970,0.3308519125,2,575,0,1,0
811.08917236,8535.7480469,65829.03125,3658.7548828,240,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1075,0.992467463,2,1014,0,1,0
7335.1142578,19288.490234,42709.589844,3760.2612305,27,1103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,10.259259224,1,609,0,1,0
3394.614502,8809.1689453,39147.652344,1898.5374756,4,1140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1577,12.903141022,1,957,0,1,0
1744.8192139,27910.494141,48270.28125,1985.8262939,171,767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,5,4,11,3,7,8,8,8,5,9,10,11,5,10,9,3,0,1928,8.0523366928,1,849,0,1,0
4405.1245117,10346.197266,47872.371094,3774.0751953,7,1142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,12.834259033,1,947,0,1,0
5565.3881836,16237.384766,53687.070313,8566.5722656,24,1065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,12,10,7,1,2,2,2,2,2,2,2,2,1,1,0,0,0,1526,10.472062111,1,607,0,1,0
3495.8188477,13004.529297,28645.873047,5797.5913086,24,1023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,8.3849067688,1,650,0,1,0
7322.0327148,44329.371094,62666.808594,7175.1303711,34,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,13,16,14,10,6,5,6,6,6,7,6,6,7,7,6,5,2,0,3095,7.1872167587,1,163,0,1,0
3294.9360352,3080.078125,173285.125,3615.378418,72,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,28,36,32,19,17,17,18,19,19,20,17,18,18,20,21,19,9,0,466,0.562328279,3,450,0,1,0
4132.8920898,12020.304688,35652.816406,1291.5523682,4,322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,30.938270569,1,739,0,1,0
15377.947266,21219.373047,91113.960938,17249.742188,10,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,3,3,3,1,2,2,2,2,2,2,2,2,4,4,3,1,0,532,0.9357177019,3,493,0,1,0
3428.0629883,9725.4765625,47187.058594,4326.8579102,24,1058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1412,1.9628038406,1,606,0,1,0
3794.0668945,5958.1113281,33773.269531,3664.2727051,2,1307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1270,9.4391422272,1,999,0,1,0
2525.1132813,16752.919922,41365.378906,3623.2783203,24,978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1111111119,0,6,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1462,13.418315887,1,611,0,1,0
2024.5827637,5683.2290039,118133.4375,7265.6958008,3,719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,6,4,5,3,5,1,5,6,6,6,6,5,6,6,7,7,6,3,0,743,2.9648220539,2,478,0,1,0
3083.3337402,9390.5361328,49676.074219,2939.8459473,7,389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,5.2283377647,1,744,0,1,0
2050.3952637,10802.1875,39763.925781,2770.8303223,6,1085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,22,8,6,4,3,4,4,4,4,8,4,4,4,6,3,3,1,0,1496,11.724925995,1,981,0,1,0
2959.5820313,6682.6269531,97236.164063,4368.6772461,4.5,209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,4,6,4,11,13,5,5,5,5,15,5,5,5,15,5,6,3,0,629,4.1963577271,3,534,0,1,0
183.80870056,5815.0219727,23914.984375,1612.7263184,4,139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666865,0.4444444478,0.2222222239,6,3,8,15,20,9,10,10,10,11,7,14,14,15,10,50,66,92,0,958,2.4348127842,2,588,0,1,0
6204.1948242,6720.0473633,49721.21875,4085.3293457,10,1136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,2,3,4,2,1,1,1,1,3,1,2,2,5,2,2,1,0,1575,7.9479141235,1,943,0,1,0
5332.1743164,5332.1743164,6455.4960938,1774.4244385,20,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,16,8,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1527,0.2466036677,2,262,0,1,0
9791.8886719,13089.96582,30039.833984,5534.9272461,44,1246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,27,7,5,5,1,1,1,2,2,2,2,2,1,1,1,1,0,0,1743,14.879195213,1,149,0,1,0
925.91918945,10299.043945,24681.769531,1333.6907959,76,386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,4,4,9,3,3,4,4,4,5,4,4,5,8,5,6,7,0,2582,6.7109861374,1,855,0,1,0
2336.8867188,25377.449219,52349.289063,3103.3320313,24,938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,3.6610589027,1,611,0,1,0
4211.4052734,11209.587891,47290.824219,2569.3657227,3.5,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0.7797859311,2,578,0,1,0
443.44378662,4358.8330078,228292.59375,3079.7666016,25,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,21,27,20,19,10,15,15,16,17,12,15,15,15,12,18,17,8,0,427,0.6708080173,3,483,0,1,0
787.69055176,5189.262207,25573.099609,2875.2312012,1.5,1329,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,95,24,5,3,5,3,5,5,5,6,5,6,6,6,5,6,6,7,0,1432,30.456464767,1,1006,0,1,0
3079.152832,5325.2675781,37500.308594,4339.1796875,0.3333329856,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,1,0,2,1,2,2,2,2,7,2,2,3,7,2,2,1,0,879,0.2205692977,2,581,0,1,0
880.52313232,4817.1083984,22902.675781,3660.0048828,24,1246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,1,0,3,2,1,1,1,1,7,1,1,1,7,1,1,0,1,1282,10.362605095,1,650,0,1,0
2094.1569824,811.12139893,68851.8125,4617.0009766,5,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,1,1,0,2,1,0,0,1,1,2,0,0,0,2,1,1,0,0,982,2.1060466766,2,576,0,1,0
1001.1967773,6977.5708008,65883.867188,3562.1601563,240,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1094,0.8890762925,2,1014,0,1,0
1406.3660889,4712.8647461,30329.1875,2921.8000488,7,1232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,25,9,7,3,2,3,3,3,4,6,4,4,4,7,4,3,1,0,1647,5.1693320274,1,1068,0,1,0
184.82261658,10534.191406,41073.632813,3382.8376465,6,283,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.555555582,0.555555582,0.555555582,0.555555582,13,16,11,11,8,6,6,7,7,7,7,7,7,8,7,7,7,3,0,1297,9.8429851532,1,749,0,1,0
2182.236084,3641.4970703,27948.5,3303.0366211,10,1283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,38,20,15,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1625,8.7681827545,1,1066,0,1,0
4580.46875,3501.9277344,11489.634766,1034.680542,0.5,271,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,10,8,2,2,6,0,6,6,6,7,0,7,7,7,0,7,7,22,0,1038,23.61236763,1,729,0,1,0
589.11505127,4210.3217773,19420.953125,4672.0639648,1,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2222222239,0.1111111119,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,913,1.3231869936,2,585,0,1,0
1423.8397217,15048.442383,77503.992188,3965.9353027,27,1142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,21,6,6,6,5,6,6,6,7,6,9,9,9,8,9,8,3,0,1644,20.603271484,1,1088,0,1,0
3768.8623047,41242,65668.375,3394.6474609,34,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,12,20,17,12,7,7,8,8,8,9,9,9,9,9,9,7,2,0,3048,2.1713263988,1,163,0,1,0
4482.0546875,8987.6074219,72136.773438,3228.9501953,12,1009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,4,4,1,3,3,3,3,2,3,3,3,1,2,3,3,0,2135,10.03399086,1,444,0,1,0
1017.1462402,14217.095703,20175.373047,2051.6547852,31,723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,20,19,22,18,12,12,13,13,13,13,13,14,15,14,13,31,36,0,2263,12.767181396,1,857,0,1,0
91.839698792,17132.78125,69880.679688,3075.3632813,4,21,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,16,14,15,17,22,6,17,18,18,19,9,22,22,22,7,16,17,8,0,538,1.437641263,3,499,0,1,0
12339.180664,18896.423828,38352.121094,12221.388672,72,1930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,8,6,2,0,4,5,5,5,5,5,5,2,2,2,2,1,0,1581,9.5514945984,1,149,0,1,0
772.79797363,3897.2416992,218616.09375,1758.1955566,25,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,13,6,5,5,4,4,4,4,4,4,6,6,6,4,7,7,8,0,521,1.1876378059,3,482,0,1,0
2005.0314941,3598.9211426,58819.160156,9472.9580078,3.5,18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,924,0.3487480879,2,579,0,1,0
91.853691101,22417.138672,98961.484375,1140.2648926,11,199,1,1,1,1,1,1,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,0.2222222239,8,4,4,1,2,2,1,1,1,1,4,1,1,1,3,1,1,0,0,557,1.0403140783,3,493,0,1,0
2814.5578613,2814.5578613,97426.8125,1654.5150146,4.5,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,29,38,39,24,21,28,29,30,31,27,29,29,30,27,32,33,27,0,593,0.8028357625,3,534,0,1,0
5801.8276367,20217.667969,50794.140625,5364.6079102,10,443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,0,4,1,1,1,1,1,1,1,1,1,1,1,3,4,0,2479,5.0753622055,1,386,0,1,0
3491.2094727,11502.609375,53398.191406,3367.4187012,3.5,92,1,1,1,1,1,1,1,1,1,0.777777791,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,0.6666666865,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,1.5901472569,2,577,0,1,0
1567.557373,7063.0180664,38164.140625,3616.8469238,24,1047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,13,5,3,12,10,6,5,5,6,6,6,6,6,7,6,5,2,1,1392,9.8281259537,1,634,0,1,0
408.00976563,6022.5576172,77928.507813,1789.5373535,36,364,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777791,0.555555582,0.555555582,0.555555582,0.555555582,19,26,43,51,44,39,40,41,43,44,46,42,42,41,49,50,47,41,0,2481,5.0468225479,1,355,0,1,0
5748.1040039,20852.746094,33844.613281,7154.8710938,76,675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,4,3,8,2,2,2,2,3,4,3,3,3,3,3,2,1,0,2228,5.6076521873,1,853,0,1,0
2939.8984375,2632.3356934,173314.73438,5655.730957,72,155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,12,7,6,4,2,2,2,3,2,2,2,2,2,2,3,2,1,0,480,1.2328356504,3,446,0,1,0
11886.976563,26545.201172,98054.507813,14754.189453,10,171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,5,3,4,0,0,1,1,1,1,1,1,1,2,1,1,0,0,539,0.992467463,3,493,0,1,0
2425.6645508,2425.6645508,25776.107422,2669.6347656,3.1666669846,247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777791,0.777777791,16,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1125,16.566667557,1,734,0,1,0
5518.2216797,3728.7485352,40292.203125,7132.5151367,0.3333329856,40,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.4444444478,0.1111111119,0.1111111119,0.1111111119,0.1111111119,3,1,2,1,3,1,2,2,2,2,3,2,2,2,3,2,2,1,0,912,0.562328279,2,580,0,1,0
3484.7160645,6038.8227539,27893.183594,4996.7265625,24,1282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,15.656809807,1,631,0,1,0
