dist_cart,dist_road,dist_urb,dist_vil,DVSP,elev,for200090m,for200190m,for200290m,for200390m,for200490m,for200590m,for200690m,for200790m,for200890m,for200990m,for201090m,for201190m,for201290m,for201390m,for201490m,for201590m,for201690m,for201790m,lspop2000,lspop2001,lspop2002,lspop2003,lspop2004,pop05,lspop2006,lspop2007,lspop2008,lspop2009,lspop2010,lspop2011,lspop2012,lspop2013,lspop2014,lspop2015,lspop2016,lspop2017,rice,precip,slope,veg,cfm_id,pa_id,CFM,PA
1061.5761719,3931.1054688,37970.195313,5739.9453125,0.75,1287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1340,11.334805489,1,0,12,0,1
3369.8571777,1353.4226074,54216.484375,2303.7370605,3.6666669846,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,45,41,36,12,6,7,7,7,7,7,7,7,7,11,11,11,5,0,714,5.2432699203,3,0,1,0,1
3077.5654297,10409.875977,36572.992188,7242.4208984,7,904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,11,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,13.857481003,1,0,8,0,1
3984.4162598,6694.1538086,37430.894531,4766.0751953,27,1116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,27,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,7.3687572479,1,0,14,0,1
1131.0046387,4659.5092773,210545.07813,2929.7854004,25,135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,15,10,8,11,6,7,7,7,7,32,15,15,16,162,62,64,103,0,455,1.3638948202,3,0,35,0,1
0,13246.527344,76245.335938,1131.5142822,10,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,4,2,3,2,3,3,3,3,3,3,3,3,5,5,4,2,0,532,4.8222942352,3,0,17,0,1
4027.9777832,4027.9777832,36586.539063,3217.1123047,2,1611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122,173,49,39,12,7,7,7,7,7,24,7,7,5,19,2,3,3,0,1306,10.364290237,1,0,2,0,1
3159.2587891,20321.957031,83320.695313,5718.324707,10,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,500,0.643040657,3,0,17,0,1
2931.8479004,10157.927734,40908.597656,3565.5080566,27,969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,4.4081997871,1,0,14,0,1
4646.0234375,5424.9882813,35586.820313,4347.6328125,2,768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,1,3,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1117,15.269030571,1,0,1,0,1
7763.9287109,7244.7954102,57005.167969,7425.4116211,134,1082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,10.070563316,1,0,43,0,1
359.390625,359.390625,25708.251953,1058.1452637,44,1030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156,118,67,52,49,17,26,27,27,28,29,29,30,28,26,26,20,7,0,1813,15.043424606,1,0,9,0,1
2342.704834,12398.763672,28932.53125,4073.1530762,2.5,118,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.8888888955,0.2222222239,9,10,6,5,3,2,3,3,3,3,2,3,3,1,1,1,1,0,0,1439,2.9277994633,2,0,16,0,1
11008.602539,11112.878906,29585.353516,10603.498047,50,1280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,13,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1795,28.341739655,1,0,9,0,1
1428.8895264,4542.5185547,211181.60938,3566.2397461,25,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,5,5,3,3,6,3,3,3,3,16,3,3,3,49,8,8,7,0,448,1.3638948202,3,0,35,0,1
1096.9960938,4968.7348633,34051.523438,4458.2817383,27,1052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,37,60,42,9,5,5,5,5,5,5,5,5,2,2,2,2,1,0,1273,12.426546097,1,0,14,0,1
4211.9155273,15635.445313,141786.625,3405.9570313,79,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,2.3562989235,2,0,32,0,1
1694.2473145,5378.081543,58683.945313,4169.6713867,3,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,8,8,2,2,2,3,3,3,3,2,2,1,1,1,0,0,1,1333,6.1463737488,2,0,28,0,1
4997.3955078,2356.6083984,54530.941406,2423.5024414,3.6666669846,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,28,35,28,9,5,5,6,6,6,3,6,6,6,3,6,6,3,0,705,4.9015808105,3,0,1,0,1
2299.4763184,5921.7216797,203040.28125,3401.7397461,50,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,2,1,2,1,1,2,2,2,1,2,2,3,3,3,1,0,431,4.2492580414,3,0,35,0,1
259.76437378,1561.3447266,55264.546875,3522.6030273,7,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,2,6,3,5,5,5,6,4,6,6,6,5,6,5,2,0,711,0.6974703669,2,0,251,0,1
3239.9765625,5328.1376953,30257.298828,1853.3807373,4,493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,22.070184708,1,0,1,0,1
316.83572388,12722.168945,87114.398438,7841.918457,59,1112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,15,10,5,3,3,3,3,3,4,3,3,1,1,1,1,0,0,1454,1.9873971939,1,0,11,0,1
129.96005249,3638.3635254,144168.0625,1935.2651367,216,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,55,4,4,4,4,4,4,4,1,2,2,1,1,0,1190,1.7777246237,2,0,4,0,1
2227.4196777,6765.871582,115482.20313,4183.9443359,144,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,1.9253231287,2,0,4,0,1
1153.1450195,10400.327148,27650.671875,2629.9753418,14,1231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,79,35,28,16,8,8,9,9,9,11,9,9,3,4,2,2,1,0,1644,3.2025282383,1,0,13,0,1
1911.4093018,3309.2277832,117743.25,1368.975708,3,587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,3,4,5,4,4,4,4,5,4,4,4,5,5,4,2,0,731,1.6793329716,2,0,15,0,1
5719.7495117,11921.391602,51223.871094,4047.1413574,3.5,796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,20.34655571,1,0,1,0,1
3023.746582,10979.442383,35334.003906,3668.7856445,4,1191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,8,6,8,2,3,3,3,2,3,3,3,3,3,3,2,0,0,1526,6.2218933105,1,0,13,0,1
2758.2834473,9032.7294922,33842.890625,3743.0808105,14,986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,8,5,4,7,5,5,5,5,5,6,5,5,1,1,3,3,3,0,1895,39.011695862,1,0,13,0,1
4131.1875,38346.789063,64839.152344,8278.90625,99,1171,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,0.777777791,2,1,3,2,3,2,3,3,3,3,3,2,2,1,2,2,1,1,0,1245,10.228547096,1,0,46,0,1
2095.8024902,13988.423828,41608.582031,2506.8581543,50,633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,1,6,2,4,4,4,5,3,5,5,2,1,2,2,0,0,2067,34.222206116,1,0,9,0,1
2316.8696289,27542.964844,72272.765625,4438.2324219,58,231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,2.940192461,2,0,19,0,1
313.58544922,9842.7578125,212383.21875,6921.5625,50,188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,11,15,14,19,6,21,21,22,23,28,21,21,6,8,7,7,11,0,421,1.4996982813,3,0,35,0,1
6604.237793,10182.376953,34617.703125,5151.2905273,4,1132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,4,3,5,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1616,5.5980072021,1,0,13,0,1
8206.7890625,14637.912109,52808.449219,5216.0581055,12.5,1133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,6,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1325,11.489910126,1,0,14,0,1
3432.137207,14145.700195,78601.453125,7741.3110352,10,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,4,4,4,5,5,5,5,5,7,5,5,6,13,10,9,4,0,526,0.6974703669,3,0,17,0,1
4121.8105469,25812.451172,88955.421875,6613.0981445,10,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,4,4,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,500,0,3,0,17,0,1
6465.8105469,6281.6567383,29516.453125,2264.578125,4,1236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,33,20,16,9,7,5,5,5,6,9,5,5,1,2,1,1,1,1,1490,3.0869636536,1,0,13,0,1
2572.1020508,6223.9985352,26517.287109,3091.1315918,0.3333329856,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.555555582,0.555555582,0.2222222239,3,5,4,4,2,3,4,4,4,4,4,4,4,2,1,2,1,0,0,837,0.9486224055,2,0,29,0,1
636.84277344,12013.456055,28991.451172,1430.7318115,4,990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,36,43,42,33,17,19,19,20,20,16,20,20,6,3,8,9,9,0,1731,16.250587463,1,0,13,0,1
3880.4116211,17412.009766,80410.820313,5243.2495117,10,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,8,4,3,3,2,3,3,3,3,4,3,3,3,7,6,5,2,0,510,0.8028357625,3,0,17,0,1
1001.1325073,1836.9372559,22373.017578,481.49612427,0.3333329856,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,6,9,9,19,11,11,12,12,12,13,12,12,10,9,9,8,5,0,814,0.4547079504,2,0,29,0,1
4074.6416016,9898.0556641,32767.173828,5148.925293,14,1280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,6,4,3,5,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1680,15.55210495,1,0,13,0,1
5398.4873047,4691.6860352,6556.7709961,3643.4248047,20,654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4444444478,12,53,32,31,8,4,3,3,3,3,5,3,3,1,1,1,1,0,0,2129,14.573996544,1,0,9,0,1
3357.5974121,13426.591797,37850.484375,3070.6062012,4,893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,19.605867386,1,0,13,0,1
221.72064209,3306.4082031,56109.617188,1612.3873291,7,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,2,9,1,4,4,4,4,2,7,7,7,3,7,6,2,0,719,0.623842597,2,0,251,0,1
1108.630127,5678.515625,56283.167969,1086.3804932,7,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,7,28,11,12,12,12,12,48,12,13,13,56,13,11,4,0,726,0.2466036677,2,0,251,0,1
3444.9362793,5750.2714844,90902.570313,5286.8154297,44,1386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,17.465925217,1,0,11,0,1
1102.2460938,5417.3227539,27324.25,4734.9902344,0.3333329856,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,15,12,12,3,5,9,9,10,10,3,10,10,2,1,2,2,1,0,849,0.986323297,2,0,29,0,1
10844.666992,12659.357422,25088.757813,8279.9853516,44,1175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,5,14,13,12,1,4,4,4,4,2,4,4,0,0,0,0,0,0,1814,9.2030038834,1,0,9,0,1
5111.8032227,7092.4882813,34253.753906,5577.6235352,4,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,744,0.643040657,2,0,251,0,1
2483.5693359,5790.0405273,58939.988281,5568.1821289,3,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,7,7,2,1,3,3,3,3,3,3,3,1,1,1,1,0,0,1324,4.4027218819,2,0,28,0,1
5749.6015625,24410.308594,55022.984375,5341.1450195,15,1143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,11,10,9,1,3,3,3,3,3,3,3,1,1,1,1,1,0,1452,15.106984138,1,0,23,0,1
3192.0759277,6450.640625,33018.269531,4711.1352539,2.75,1229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,12.124270439,1,0,8,0,1
2483.5693359,5790.0405273,58939.988281,5568.1821289,3,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,7,7,2,1,3,3,3,3,3,3,3,1,1,1,1,0,0,1324,4.4027218819,2,0,28,0,1
2299.4763184,5921.7216797,203040.28125,3401.7397461,50,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,2,1,2,1,1,2,2,2,1,2,2,3,3,3,1,0,431,4.2492580414,3,0,35,0,1
2627.9567871,9515.7998047,46761.691406,3338.0043945,3.5,484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1114,22.68862915,1,0,1,0,1
1971.1929932,9193.4443359,39072.90625,2678.8195801,27,978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,17,22,16,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1309,5.9753637314,1,0,14,0,1
6408.4936523,9270.8720703,48199.328125,7212.6123047,2,1129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,7.764482975,1,0,12,0,1
3776.2531738,5956.46875,48080.851563,5389.7797852,23.5,639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,9,2,2,1,1,1,0,2,0,1,0,0,0,0,0,0,1821,8.6796550751,1,0,11,0,1
665.19244385,6560.2109375,209865.125,3595.170166,25,138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,14,14,12,17,25,14,14,15,15,32,14,14,8,19,11,11,5,0,426,0.8612900376,3,0,35,0,1
5300.3725586,4772.7041016,7027.9379883,4062.0991211,20,697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,53,32,31,8,4,3,3,3,3,5,3,3,1,1,1,1,0,0,2052,9.8838710785,1,0,9,0,1
2216.3098145,10487.907227,85279.367188,4792.2695313,37,1213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,20.442119598,1,0,11,0,1
4973.4897461,7061.6513672,32175.572266,2838.6870117,4,691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,36.315475464,1,0,1,0,1
866.15966797,7303.0947266,142002.29688,2324.9846191,7,673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,5,3,8,25,8,8,9,9,11,8,8,9,13,11,9,4,0,743,2.6632423401,2,0,15,0,1
1112.3813477,13408.486328,23632.341797,4080.828125,32,914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,35,48,57,21,9,16,16,16,17,11,17,18,9,4,9,7,3,0,2010,12.573940277,1,0,253,0,1
8510.0244141,20759.302734,85213.335938,10478.608398,10,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,3,2,3,1,3,3,3,3,3,3,3,1,2,2,1,0,0,517,0.8890762925,3,0,17,0,1
279.32647705,6856.5107422,14862.548828,6042.8515625,0.25,600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,8,9,6,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2106,9.1646165848,1,0,9,0,1
9663.3085938,11898.262695,44330.355469,5644.6635742,32,1343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1324,8.9752941132,1,0,2,0,1
2898.1721191,3598.9157715,74387.09375,10465.527344,7,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,721,0.5514089465,2,0,251,0,1
3548.5444336,17952.738281,52734.640625,5911.9150391,27,253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,44,37,31,12,7,7,8,8,8,9,9,9,4,4,4,3,1,0,2885,14.373534203,1,0,256,0,1
4280.0039063,4280.0039063,31050.328125,3842.425293,73,509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8888888955,0.8888888955,0.8888888955,0.8888888955,37,25,5,4,3,2,1,1,1,0,1,0,1,1,1,1,0,0,0,2617,21.180654526,1,0,256,0,1
3369.8571777,1353.4226074,54216.484375,2303.7370605,3.6666669846,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,45,41,36,12,6,7,7,7,7,7,7,7,7,11,11,11,5,0,714,5.2432699203,3,0,1,0,1
1193.9615479,481.59790039,29827.791016,2898.2282715,0.3333329856,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,18,18,22,5,18,12,12,12,13,14,13,13,8,9,7,6,2,0,863,0.1102850586,2,0,29,0,1
1261.0943604,4803.0498047,119375.46094,1600.3059082,216,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1193,2.1060466766,2,0,4,0,1
2286.8056641,6834.5952148,56010.382813,2112.4606934,7,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0.562328279,2,0,251,0,1
8479.1269531,11111.046875,22996.359375,10431.246094,44,1790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,108,33,24,13,6,6,6,6,6,7,7,6,1,1,1,1,0,0,1769,12.573034286,1,0,9,0,1
1723.7636719,4733.3847656,50876.964844,3663.013916,12.5,1304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,0,0,0,0,2,0,0,0,5,0,0,0,0,1225,13.766283035,1,0,14,0,1
1445.9331055,51981.59375,67539.007813,2226.5251465,34,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,14,23,19,13,12,11,12,12,12,13,13,13,13,12,12,11,9,0,3103,4.5773587227,1,0,256,0,1
7402.6367188,14863.772461,35928.863281,7050.3984375,50,816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,5,1,2,2,2,2,1,2,2,0,0,0,0,0,0,1940,13.816853523,1,0,9,0,1
2299.4763184,5921.7216797,203040.28125,3401.7397461,50,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,2,1,2,1,1,2,2,2,1,2,2,3,3,3,1,0,431,4.2492580414,3,0,35,0,1
4631.2353516,2761.7658691,26765.462891,2714.4963379,0.3333329856,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,4,3,3,3,3,4,4,4,4,1,1,1,1,0,0,833,0.8028357625,2,0,29,0,1
5421.6459961,25286.271484,55610.09375,5359.9106445,15,1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,11,10,9,2,3,3,3,3,4,3,3,1,1,1,1,1,0,1487,18.666790009,1,0,23,0,1
2442.5771484,37207.707031,101539.01563,13974.029297,10,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,9,4,4,4,0,1,1,1,1,1,1,1,1,2,2,2,1,0,503,0.9985737801,3,0,17,0,1
4244.5820313,11715.363281,135648.65625,4490.1987305,79,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,3.552033186,2,0,32,0,1
6806.1113281,6806.1113281,25920.074219,6057.0771484,44,696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,36,8,7,6,5,3,3,3,3,3,3,4,1,1,1,1,0,0,1938,6.8317503929,1,0,9,0,1
3554.6789551,8193.1679688,38943.898438,4401.1162109,27,1040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,17.497810364,1,0,14,0,1
3515.0021973,7676.53125,60982.402344,5568.8466797,3,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,7,7,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,1311,2.6541190147,2,0,28,0,1
1469.5871582,6129.5078125,26611.810547,4117.1845703,0.3333329856,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,15,19,19,5,4,12,12,13,13,4,13,13,4,1,4,3,1,0,842,0.7397744656,2,0,29,0,1
11281.077148,12427.808594,25560.585938,7408.0405273,44,1041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,9,9,7,7,1,2,2,2,2,1,2,2,0,0,0,0,0,0,1814,14.773900032,1,0,9,0,1
7532.3696289,1284.7773438,28062.736328,2326.873291,4,1091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,10,10,6,2,2,2,3,2,3,11,11,3,2,3,3,4,0,1658,6.5314435959,1,0,13,0,1
3325.5749512,15379.660156,80613.445313,6881.3857422,130,996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1670,15.545023918,1,0,25,0,1
7228.152832,16550.595703,48990.988281,3721.6518555,32,1045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,8.5942783356,1,0,2,0,1
2845.0151367,36012.035156,100306.94531,12803.481445,10,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,9,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,1,0,505,0.8028357625,3,0,17,0,1
1194.1782227,3145.1044922,26702.525391,6100.0913086,0.3333329856,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,15,12,12,3,3,8,8,9,9,7,9,9,2,2,2,2,1,0,867,0.3308519125,2,0,29,0,1
2332.7167969,5253.7583008,31650.253906,2079.5476074,4,1093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,5.573281765,1,0,13,0,1
3035.6450195,6568.8886719,203712.17188,4289.6079102,50,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,2,3,3,3,3,3,3,3,3,3,3,4,4,4,2,0,415,2.4645307064,3,0,35,0,1
1948.3503418,15433.369141,78463.195313,5018.9990234,10,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,7,4,3,4,2,3,3,3,3,3,3,3,3,6,6,5,2,0,523,1.016672492,3,0,17,0,1
2096.0283203,1665.3250732,23346.441406,3033.2773438,1.5,1204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,131,61,57,35,44,21,21,22,23,22,22,22,12,4,10,8,3,0,1486,11.642231941,1,0,13,0,1
5583.1826172,9412.3789063,40159.222656,6472.7817383,27,1196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,6.3739185333,1,0,14,0,1
7518.4453125,8944.0195313,34935.246094,7064.3676758,0.5,972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1031,18.721956253,1,0,1,0,1
2572.1020508,6223.9985352,26517.287109,3091.1315918,0.3333329856,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555582,0.555555582,0.555555582,0.2222222239,3,5,4,4,2,3,4,4,4,4,4,4,4,2,1,2,1,0,0,837,0.9486224055,2,0,29,0,1
259.97070313,12573.793945,42926.75,1411.6757813,27,887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,18,14,3,7,3,3,3,3,5,3,3,1,2,1,1,0,0,1354,9.3893003464,1,0,14,0,1
4684.8134766,28572.904297,92433.46875,8585.5507813,10,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,9,4,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,502,0.2466036677,3,0,17,0,1
3728.9919434,5850.1484375,38310.515625,3114.9697266,8,1256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,3,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1728,5.1553483009,1,0,13,0,1
9435.0908203,11512.580078,27036.152344,11392.272461,50,1814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,13,7,4,3,3,3,3,4,4,4,1,1,1,0,0,0,1742,3.8791699409,1,0,9,0,1
367.36578369,1643.9171143,30275.152344,3059.6538086,0.3333329856,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,22,20,22,6,10,11,11,11,12,16,11,12,3,4,3,2,1,0,863,0,2,0,29,0,1
